"","@ in URLs","Attachments","Css","Encoding","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs","id"
"49","False","0","0","7bit","0","False","False","False","False","False","0","False","0","50"
"50","False","0","0","7bit","0","False","False","False","False","False","0","False","0","51"
"51","False","0","0","7bit","0","False","False","False","False","False","0","False","0","52"
"52","False","0","0","7bit","0","False","False","False","False","False","0","False","0","53"
"53","False","0","0","7bit","0","False","False","False","False","False","0","False","0","54"
"54","False","0","0","7bit","0","False","False","False","False","False","0","False","0","55"
"55","False","0","0","none","0","False","False","False","False","False","0","False","0","56"
"56","False","0","0","7bit","0","False","False","False","False","False","0","False","0","57"
"57","False","0","0","7bit","0","False","False","False","False","False","0","False","0","58"
"58","False","0","0","7bit","0","False","False","False","False","False","0","False","0","59"
"59","False","0","0","7bit","0","False","False","False","False","False","0","False","0","60"
"60","False","0","0","none","0","False","False","False","False","False","0","False","0","61"
"61","False","0","0","7bit","0","False","False","False","False","False","0","False","0","62"
"62","False","0","0","none","0","False","False","False","False","False","0","False","0","63"
"63","False","0","0","none","0","False","False","False","False","False","0","False","0","64"
"64","False","0","0","7bit","0","False","False","False","False","False","0","False","0","65"
"65","False","0","0","none","0","False","False","False","False","False","0","False","0","66"
"66","False","0","0","7bit","0","False","True","False","False","False","0","False","0","67"
"67","False","0","0","7bit","0","False","False","False","False","False","0","False","0","68"
"68","False","0","0","7bit","0","False","False","False","False","False","0","False","0","69"
"69","False","0","0","7bit","0","False","False","False","False","False","0","False","0","70"
"70","False","0","0","7bit","0","False","False","False","False","False","0","False","0","71"
"71","False","0","0","7bit","0","False","False","False","False","False","0","False","0","72"
"72","False","0","0","7bit","0","False","False","False","False","False","0","False","0","73"
"73","False","0","0","7bit","0","False","False","False","False","False","0","False","0","74"
"74","False","0","0","7bit","0","False","False","False","False","False","0","False","0","75"
"75","False","0","0","none","0","False","False","False","False","False","0","False","0","76"
"76","False","0","0","7bit","0","False","False","False","False","False","0","False","0","77"
"77","False","0","0","none","0","False","False","False","False","False","0","False","0","78"
"78","False","0","0","7bit","0","False","False","False","False","False","0","False","0","79"
"79","False","0","0","7bit","0","False","False","False","False","False","0","False","0","80"
"80","False","0","0","7bit","0","False","False","False","False","False","0","False","0","81"
"81","False","0","0","7bit","0","False","False","False","False","False","0","False","0","82"
"82","False","0","0","7bit","0","False","False","False","False","False","0","False","0","83"
"83","False","0","0","7bit","0","False","False","False","False","False","0","False","0","84"
"84","False","0","0","7bit","0","False","False","False","False","False","0","False","0","85"
"85","False","0","0","7bit","0","False","False","False","False","False","0","False","0","86"
"86","False","0","0","none","0","False","False","False","False","False","0","False","0","87"
"87","False","0","0","none","0","False","False","False","False","False","0","False","0","88"
"88","False","0","0","none","0","False","False","False","False","False","0","False","0","89"
"89","False","0","0","none","0","False","False","False","False","False","0","False","0","90"
"90","False","0","0","7bit","0","False","True","False","False","False","0","False","0","91"
"91","False","0","0","7bit","0","False","False","False","False","False","0","False","0","92"
"92","False","0","0","7bit","0","False","False","False","False","False","0","False","0","93"
"93","False","0","0","7bit","0","False","False","False","False","False","0","False","0","94"
"94","False","0","0","7bit","0","False","False","False","False","False","0","False","0","95"
"95","False","0","0","none","0","False","False","False","False","False","0","False","0","96"
"96","False","0","0","7bit","0","False","False","False","False","False","0","False","0","97"
"97","False","0","0","7bit","0","False","False","False","False","False","0","False","0","98"
"98","False","0","0","none","0","False","False","False","False","False","0","False","0","99"
"99","False","0","0","7bit","0","False","False","False","False","False","0","False","0","100"
"100","False","0","0","none","0","False","False","False","False","False","0","False","0","101"
"101","False","0","0","7bit","0","False","False","False","False","False","0","False","0","102"
"102","False","0","0","7bit","0","False","False","False","False","False","0","False","0","103"
"103","False","0","0","none","0","False","False","False","False","False","0","False","0","104"
"104","False","0","0","none","0","False","False","False","False","False","0","False","0","105"
"105","False","0","0","7bit","0","False","False","False","False","False","0","False","0","106"
"106","False","0","0","7bit","0","False","False","False","False","False","0","False","0","107"
"107","False","0","0","7bit","0","False","False","False","False","False","0","False","0","108"
"108","False","0","0","7bit","0","False","False","False","False","False","0","False","0","109"
"109","False","0","0","7bit","0","False","False","False","False","False","0","False","0","110"
"110","False","0","0","7bit","0","False","False","False","False","False","0","False","0","111"
"111","False","0","0","none","0","False","False","False","False","False","0","False","0","112"
"112","False","0","0","7bit","0","False","False","False","False","False","0","False","0","113"
"113","False","0","0","none","0","False","False","False","False","False","0","False","0","114"
"114","False","0","0","7bit","0","False","False","False","False","False","0","False","0","115"
"115","False","0","0","none","0","False","False","False","False","False","0","False","0","116"
"116","False","0","0","7bit","0","False","False","False","False","False","0","False","0","117"
"117","False","0","0","7bit","0","False","False","False","False","False","0","False","0","118"
"118","False","0","0","7bit","0","False","False","False","False","False","0","False","0","119"
"119","False","0","0","none","0","False","False","False","False","False","0","False","0","120"
"120","False","0","0","7bit","0","False","False","False","False","False","0","False","0","121"
"121","False","0","0","7bit","0","False","False","False","False","False","0","False","0","122"
"122","False","0","0","none","0","False","False","False","False","False","0","False","0","123"
"123","False","0","0","7bit","0","False","False","False","False","False","0","False","0","124"
"124","False","0","0","7bit","0","False","False","False","False","False","0","False","0","125"
"125","False","0","0","7bit","0","False","False","False","False","False","0","False","0","126"
"126","False","0","0","7bit","0","False","False","False","False","False","0","False","0","127"
"127","False","0","0","none","0","False","False","False","False","False","0","False","0","128"
"128","False","0","0","7bit","0","False","False","False","False","False","0","False","0","129"
"129","False","0","0","7bit","0","False","False","False","False","False","0","False","0","130"
"130","False","0","0","none","0","False","False","False","False","False","0","False","0","131"
"131","False","0","0","none","0","False","False","False","False","False","0","False","0","132"
"132","False","0","0","7bit","0","False","False","False","False","False","0","False","0","133"
"133","False","0","0","7bit","0","False","False","False","False","False","0","False","0","134"
"134","False","0","0","7bit","0","False","False","False","False","False","0","False","0","135"
"135","False","0","0","7bit","0","False","False","False","False","False","0","False","0","136"
"136","False","0","0","none","0","False","False","False","False","False","0","False","0","137"
"137","False","0","0","none","0","False","False","False","False","False","0","False","0","138"
"138","False","0","0","7bit","0","False","False","False","False","False","0","False","0","139"
"139","False","0","0","7bit","0","False","False","False","False","False","0","False","0","140"
"140","False","0","0","7bit","0","False","False","False","False","False","0","False","0","141"
"141","False","0","0","7bit","0","False","False","False","False","False","0","False","0","142"
"142","False","0","0","none","0","False","False","False","False","False","0","False","0","143"
"143","False","0","0","7bit","0","False","False","False","False","False","0","False","0","144"
"144","False","0","0","none","0","False","False","False","False","False","0","False","0","145"
"145","False","0","0","none","0","False","False","False","False","False","0","False","0","146"
"146","False","0","0","7bit","0","False","False","False","False","False","0","False","0","147"
"147","False","0","0","none","0","False","False","False","False","False","0","False","0","148"
"148","False","0","0","7bit","0","False","False","False","False","False","0","False","0","149"
"149","False","0","0","7bit","0","False","False","False","False","False","0","False","0","150"
"150","False","0","0","none","0","False","False","False","False","False","0","False","0","151"
"151","False","0","0","7bit","0","False","False","False","False","False","0","False","0","152"
"152","False","0","0","none","0","False","False","False","False","False","0","False","0","153"
"153","False","0","0","7bit","0","False","False","False","False","False","0","False","0","154"
"154","False","0","0","7bit","0","False","False","False","False","False","0","False","0","155"
"155","False","0","0","7bit","0","False","False","False","False","False","0","False","0","156"
"156","False","0","0","7bit","0","False","False","False","False","False","0","False","0","157"
"157","False","0","0","none","0","False","False","False","False","False","0","False","0","158"
"158","False","0","0","none","0","False","False","False","False","False","0","False","0","159"
"159","False","0","0","none","0","False","False","False","False","False","0","False","0","160"
"160","False","0","0","7bit","0","False","False","False","False","False","0","False","0","161"
"161","False","0","0","none","0","False","False","False","False","False","0","False","0","162"
"162","False","0","0","none","0","False","False","False","False","False","0","False","0","163"
"163","False","0","0","7bit","0","False","False","False","False","False","0","False","0","164"
"164","False","0","0","7bit","0","False","False","False","False","False","0","False","0","165"
"165","False","0","0","7bit","0","False","False","False","False","False","0","False","0","166"
"166","False","0","0","none","0","False","False","False","False","False","0","False","0","167"
"167","False","0","0","7bit","0","False","False","False","False","False","0","False","0","168"
"168","False","0","0","none","0","False","False","False","False","False","0","False","0","169"
"169","False","0","0","7bit","0","False","False","False","False","False","0","False","0","170"
"170","False","0","0","7bit","0","False","False","False","False","False","0","False","0","171"
"171","False","0","0","none","0","False","False","False","False","False","0","False","0","172"
"172","False","0","0","none","0","False","False","False","False","False","0","False","0","173"
"173","False","0","0","none","0","False","False","False","False","False","0","False","0","174"
"174","False","0","0","none","0","False","False","False","False","False","0","False","0","175"
"175","False","0","0","none","0","False","False","False","False","False","0","False","0","176"
"176","False","0","0","none","0","False","False","False","False","False","0","False","0","177"
"177","False","0","0","none","0","False","False","False","False","False","0","False","0","178"
"178","False","0","0","none","0","False","False","False","False","False","0","False","0","179"
"179","False","0","0","none","0","False","False","False","False","False","0","False","0","180"
"180","False","0","0","7bit","0","False","False","False","False","False","0","False","0","181"
"181","False","0","0","none","0","False","False","False","False","False","0","False","0","182"
"182","False","0","0","none","0","False","False","False","False","False","0","False","0","183"
"183","False","0","0","none","0","False","False","False","False","False","0","False","0","184"
"184","False","0","0","7bit","0","False","False","False","False","False","0","False","0","185"
"185","False","0","0","7bit","0","False","False","False","False","False","0","False","0","186"
"186","False","0","0","none","0","False","False","False","False","False","0","False","0","187"
"187","False","0","0","7bit","0","False","False","False","False","False","0","False","0","188"
"188","False","0","0","7bit","0","False","False","False","False","False","0","False","0","189"
"189","False","0","0","none","0","False","False","False","False","False","0","False","0","190"
"190","False","0","0","none","0","False","False","False","False","False","0","False","0","191"
"191","False","0","0","7bit","0","False","False","False","False","False","0","False","0","192"
"192","False","0","0","7bit","0","False","False","False","False","False","0","False","0","193"
"193","False","0","0","none","0","False","False","False","False","False","0","False","0","194"
"194","False","0","0","7bit","0","False","False","False","False","False","0","False","0","195"
"195","False","0","0","none","0","False","False","False","False","False","0","False","0","196"
"196","False","0","0","none","0","False","False","False","False","False","0","False","0","197"
"197","False","0","0","none","0","False","False","False","False","False","0","False","0","198"
"198","False","0","0","none","0","False","False","False","False","False","0","False","0","199"
"199","False","0","0","7bit","0","False","False","False","False","False","0","False","0","200"
"200","False","0","0","7bit","0","False","False","False","False","False","0","False","0","201"
"201","False","0","0","7bit","0","False","False","False","False","False","0","False","0","202"
"202","False","0","0","none","0","False","False","False","False","False","0","False","0","203"
"203","False","0","0","7bit","0","False","False","False","False","False","0","False","0","204"
"204","False","0","0","7bit","0","False","False","False","False","False","0","False","0","205"
"205","False","0","0","none","0","False","False","False","False","False","0","False","0","206"
"206","False","0","0","7bit","0","False","False","False","False","False","0","False","0","207"
"207","False","0","0","7bit","0","False","False","False","False","False","0","False","0","208"
"208","False","0","0","7bit","0","False","False","False","False","False","0","False","0","209"
"209","False","0","0","none","0","False","False","False","False","False","0","False","0","210"
"210","False","0","0","7bit","0","False","False","False","False","False","0","False","0","211"
"211","False","0","0","none","0","False","False","False","False","False","0","False","0","212"
"212","False","0","0","7bit","0","False","False","False","False","False","0","False","0","213"
"213","False","0","0","none","0","False","False","False","False","False","0","False","0","214"
"214","False","0","0","7bit","0","False","False","False","False","False","0","False","0","215"
"215","False","0","0","none","0","False","False","False","False","False","0","False","0","216"
"216","False","0","0","7bit","0","False","False","False","False","False","0","False","0","217"
"217","False","0","0","none","0","False","False","False","False","False","0","False","0","218"
"218","False","0","0","none","0","False","False","False","False","False","0","False","0","219"
"219","False","0","0","none","0","False","False","False","False","False","0","False","0","220"
"220","False","0","0","7bit","0","False","False","False","False","False","0","False","0","221"
"221","False","0","0","7bit","0","False","False","False","False","False","0","False","0","222"
"222","False","0","0","7bit","0","False","False","False","False","False","0","False","0","223"
"223","False","0","0","none","0","False","False","False","False","False","0","False","0","224"
"224","False","0","0","7bit","0","False","False","False","False","False","0","False","0","225"
"225","False","0","0","7bit","0","False","False","False","False","False","0","False","0","226"
"226","False","0","0","none","0","False","False","False","False","False","0","False","0","227"
"227","False","0","0","none","0","False","False","False","False","False","0","False","0","228"
"228","False","0","0","7bit","0","False","False","False","False","False","0","False","0","229"
"229","False","0","0","none","0","False","False","False","False","False","0","False","0","230"
"230","False","0","0","7bit","0","False","False","False","False","False","0","False","0","231"
"231","False","0","0","7bit","0","False","False","False","False","False","0","False","0","232"
"232","False","0","0","7bit","0","False","False","False","False","False","0","False","0","233"
"233","False","0","0","7bit","0","False","False","False","False","False","0","False","0","234"
"234","False","0","0","7bit","0","False","False","False","False","False","0","False","0","235"
"235","False","0","0","7bit","0","False","False","False","False","False","0","False","0","236"
"236","False","0","0","7bit","0","False","False","False","False","False","0","False","0","237"
"237","False","0","0","7bit","0","False","False","False","False","False","0","False","0","238"
"238","False","0","0","7bit","0","False","False","False","False","False","0","False","0","239"
"239","False","0","0","none","0","False","False","False","False","False","0","False","0","240"
"240","False","0","0","none","0","False","False","False","False","False","0","False","0","241"
"241","False","0","0","none","0","False","False","False","False","False","0","False","0","242"
"242","False","0","0","none","0","False","False","False","False","False","0","False","0","243"
"243","False","0","0","7bit","0","False","False","False","False","False","0","False","0","244"
"244","False","0","0","7bit","0","False","True","False","False","False","0","False","0","245"
"245","False","0","0","7bit","0","False","False","False","False","False","0","False","0","246"
"246","False","0","0","7bit","0","False","False","False","False","False","0","False","0","247"
"247","False","0","0","7bit","0","False","False","False","False","False","0","False","0","248"
"248","False","0","0","7bit","0","False","False","False","False","False","0","False","0","249"
"249","False","0","0","7bit","0","False","False","False","False","False","0","False","0","250"
"250","False","0","0","7bit","0","False","False","False","False","False","0","False","0","251"
"251","False","0","0","none","0","False","False","False","False","False","0","False","0","252"
"252","False","0","0","7bit","0","False","False","False","False","False","0","False","0","253"
"253","False","0","0","quoted-printable","0","False","False","False","False","False","0","False","0","254"
"254","False","0","0","7bit","0","False","False","False","False","False","0","False","0","255"
"255","False","0","0","7bit","0","False","False","False","False","False","0","False","0","256"
"256","False","0","0","7bit","0","False","False","False","False","False","0","False","0","257"
"257","False","0","0","none","0","False","False","False","False","False","0","False","0","258"
"258","False","0","0","7bit","0","False","False","False","False","False","0","False","0","259"
"259","False","0","0","7bit","0","False","False","False","False","False","0","False","0","260"
"260","False","0","0","none","0","False","False","False","False","False","0","False","0","261"
"261","False","0","0","7bit","0","False","False","False","False","False","0","False","0","262"
"262","False","0","0","7bit","0","False","False","False","False","False","0","False","0","263"
"263","False","0","0","7bit","0","False","False","False","False","False","0","False","0","264"
"264","False","0","0","7bit","0","False","False","False","False","False","0","False","0","265"
"265","False","0","0","7bit","0","False","False","False","False","False","0","False","0","266"
"266","False","0","0","7bit","0","False","False","False","False","False","0","False","0","267"
"267","False","0","0","none","0","False","False","False","False","False","0","False","0","268"
"268","False","0","0","none","0","False","False","False","False","False","0","False","0","269"
"269","False","0","0","none","0","False","False","False","False","False","0","False","0","270"
"270","False","0","0","7bit","0","False","False","False","False","False","0","False","0","271"
"271","False","0","0","none","0","False","False","False","False","False","0","False","0","272"
"272","False","0","0","7bit","0","False","False","False","False","False","0","False","0","273"
"273","False","0","0","none","0","False","False","False","False","False","0","False","0","274"
"274","False","0","0","7bit","0","False","False","False","False","False","0","False","0","275"
"275","False","0","0","7bit","0","False","False","False","False","False","0","False","0","276"
"276","False","0","0","7bit","0","False","False","False","False","False","0","False","0","277"
"277","False","0","0","7bit","0","False","False","False","False","False","0","False","0","278"
"278","False","0","0","7bit","0","False","False","False","False","False","0","False","0","279"
"279","False","0","0","7bit","0","False","False","False","False","False","0","False","0","280"
"280","False","0","0","none","0","False","False","False","False","False","0","False","0","281"
"281","False","0","0","none","0","False","False","False","False","False","0","False","0","282"
"282","False","0","0","none","0","False","False","False","False","False","0","False","0","283"
"283","False","0","0","7bit","0","False","False","False","False","False","0","False","0","284"
"284","False","0","0","7bit","0","False","False","False","False","False","0","False","0","285"
"285","False","0","0","7bit","0","False","False","False","False","False","0","False","0","286"
"286","False","0","0","none","0","False","False","False","False","False","0","False","0","287"
"287","False","0","0","7bit","0","False","False","False","False","False","0","False","0","288"
"288","False","0","0","7bit","0","False","False","False","False","False","0","False","0","289"
"289","False","0","0","7bit","0","False","False","False","False","False","0","False","0","290"
"290","False","0","0","7bit","0","False","False","False","False","False","0","False","0","291"
"291","False","0","0","7bit","0","False","False","False","False","False","0","False","0","292"
"292","False","0","0","7bit","0","False","False","False","False","False","0","False","0","293"
"293","False","0","0","none","0","False","False","False","False","False","0","False","0","294"
"294","False","0","0","7bit","0","False","False","False","False","False","0","False","0","295"
"295","False","0","0","none","0","False","False","False","False","False","0","False","0","296"
"296","False","0","0","none","0","False","False","False","False","False","0","False","0","297"
"297","False","0","0","none","0","False","False","False","False","False","0","False","0","298"
"298","False","0","0","none","0","False","False","False","False","False","0","False","0","299"
"299","False","0","0","none","0","False","False","False","False","False","0","False","0","300"
"300","False","0","0","7bit","0","False","False","False","False","False","0","False","0","301"
"301","False","0","0","7bit","0","False","False","False","False","False","0","False","0","302"
"302","False","0","0","none","0","False","False","False","False","False","0","False","0","303"
"303","False","0","0","7bit","0","False","False","False","False","False","0","False","0","304"
"304","False","0","0","quoted-printable","0","False","False","False","False","True","0","False","1","305"
"305","False","0","0","none","0","False","False","False","False","False","0","False","0","306"
"306","False","0","0","none","0","False","False","False","False","False","0","False","0","307"
"307","False","0","0","none","0","False","False","False","False","False","0","False","0","308"
"308","False","0","0","7bit","0","False","False","False","False","False","0","False","0","309"
"309","False","0","0","7bit","0","False","False","False","False","False","0","False","0","310"
"310","False","0","0","7bit","0","False","False","False","False","False","0","False","0","311"
"311","False","0","0","7bit","0","False","False","False","False","False","0","False","0","312"
"312","False","0","0","7bit","0","False","False","False","False","False","0","False","0","313"
"313","False","0","0","7bit","0","False","False","False","False","False","0","False","0","314"
"314","False","0","0","7bit","0","False","False","False","False","False","0","False","0","315"
"315","False","0","0","none","0","False","False","False","False","False","0","False","0","316"
"316","False","0","0","7bit","0","False","False","False","False","False","0","False","0","317"
"317","False","0","0","none","0","False","False","False","False","False","0","False","0","318"
"318","False","0","0","7bit","0","False","False","False","False","False","0","False","0","319"
"319","False","0","0","7bit","0","False","False","False","False","False","0","False","0","320"
"320","False","0","0","7bit","0","False","False","False","False","False","0","False","0","321"
"321","False","0","0","7bit","0","False","False","False","False","False","0","False","0","322"
"322","False","0","0","7bit","0","False","False","False","False","False","0","False","0","323"
"323","False","0","0","none","0","False","False","False","False","False","0","False","0","324"
"324","False","0","0","7bit","0","False","False","False","False","False","0","False","0","325"
"325","False","0","0","none","0","False","False","False","False","False","0","False","0","326"
"326","False","0","0","none","0","False","False","False","False","False","0","False","0","327"
"327","False","0","0","none","0","False","False","False","False","False","0","False","0","328"
"328","False","0","0","none","0","False","False","False","False","False","0","False","0","329"
"329","False","0","0","quoted-printable","0","False","False","False","False","False","0","False","0","330"
"330","False","0","0","none","0","False","False","False","False","False","0","False","0","331"
"331","False","0","0","none","0","False","False","False","False","False","0","False","0","332"
"332","False","0","0","none","0","False","False","False","False","False","0","False","0","333"
"333","False","0","0","none","0","False","False","False","False","False","0","False","0","334"
"334","False","0","0","7bit","0","False","False","False","False","False","0","False","0","335"
"335","False","0","0","none","0","False","False","False","False","False","0","False","0","336"
"336","False","0","0","7bit","0","False","False","False","False","False","0","False","0","337"
"337","False","0","0","none","0","False","False","False","False","False","0","False","0","338"
"338","False","0","0","7bit","0","False","False","False","False","False","0","False","0","339"
"339","False","0","0","7bit","0","False","False","False","False","False","0","False","0","340"
"340","False","0","0","none","0","False","False","False","False","False","0","False","0","341"
"341","False","0","0","none","0","False","False","False","False","False","0","False","0","342"
"342","False","0","0","7bit","0","False","False","False","False","False","0","False","0","343"
"343","False","0","0","7bit","0","False","False","False","False","False","0","False","0","344"
"344","False","0","0","7bit","0","False","False","False","False","False","0","False","0","345"
"345","False","0","0","7bit","0","False","False","False","False","False","0","False","0","346"
"346","False","0","0","none","0","False","False","False","False","False","0","False","0","347"
"347","False","0","0","7bit","0","False","False","False","False","False","0","False","0","348"
"348","False","0","0","7bit","0","False","False","False","False","False","0","False","0","349"
"349","False","0","0","none","0","False","False","False","False","False","0","False","0","350"
"350","False","0","0","7bit","0","False","False","False","False","False","0","False","0","351"
"351","False","0","0","7bit","0","False","False","False","False","False","0","False","0","352"
"352","False","0","0","7bit","0","False","False","False","False","False","0","False","0","353"
"353","False","0","0","none","0","False","False","False","False","False","0","False","0","354"
"354","False","0","0","7bit","0","False","False","False","False","False","0","False","0","355"
"355","False","0","0","none","0","False","False","False","False","False","0","False","0","356"
"356","False","0","0","7bit","0","False","False","False","False","False","0","False","0","357"
"357","False","0","0","7bit","0","False","False","False","False","False","0","False","0","358"
"358","False","0","0","none","0","False","False","False","False","False","0","False","0","359"
"359","False","0","0","7bit","0","False","False","False","False","False","0","False","0","360"
"360","False","0","0","none","0","False","False","False","False","False","0","False","0","361"
"361","False","0","0","7bit","0","False","False","False","False","False","0","False","0","362"
"362","False","0","0","7bit","0","False","False","False","False","False","0","False","0","363"
"363","False","0","0","7bit","0","False","False","False","False","False","0","False","0","364"
"364","False","0","0","none","0","False","False","False","False","False","0","False","0","365"
"365","False","0","0","none","0","False","False","False","False","False","0","False","0","366"
"366","False","0","0","none","0","False","False","False","False","False","0","False","0","367"
"367","False","0","0","7bit","0","False","False","False","False","False","0","False","0","368"
"368","False","0","0","7bit","0","False","False","False","False","False","0","False","0","369"
"369","False","0","0","7bit","0","False","False","False","False","False","0","False","0","370"
"370","False","0","0","none","0","False","False","False","False","False","0","False","0","371"
"371","False","0","0","7bit","0","False","False","False","False","False","0","False","0","372"
"372","False","0","0","7bit","0","False","False","False","False","False","0","False","0","373"
"373","False","0","0","7bit","0","False","False","False","False","False","0","False","0","374"
"374","False","0","0","7bit","0","False","False","False","False","False","0","False","0","375"
"375","False","0","0","none","0","False","False","False","False","False","0","False","0","376"
"376","False","0","0","none","0","False","False","False","False","False","0","False","0","377"
"377","False","0","0","none","0","False","False","False","False","False","0","False","0","378"
"378","False","0","0","7bit","0","False","False","False","False","False","0","False","0","379"
"379","False","0","0","7bit","0","False","False","False","False","False","0","False","0","380"
"380","False","0","0","7bit","0","False","False","False","False","False","0","False","0","381"
"381","False","0","0","7bit","0","False","False","False","False","False","0","False","0","382"
"382","False","0","0","none","0","False","False","False","False","False","0","False","0","383"
"383","False","0","0","7bit","0","False","False","False","False","False","0","False","0","384"
"384","False","0","0","7bit","0","False","False","False","False","False","0","False","0","385"
"385","False","0","0","7bit","0","False","False","False","False","False","0","False","0","386"
"386","False","0","0","7bit","0","False","False","False","False","False","0","False","0","387"
"387","False","0","0","7bit","0","False","False","False","False","False","0","False","0","388"
"388","False","0","0","none","0","False","False","False","False","False","0","False","0","389"
"389","False","0","0","7bit","0","False","False","False","False","False","0","False","0","390"
"390","False","0","0","none","0","False","False","False","False","False","0","False","0","391"
"391","False","0","0","7bit","0","False","False","False","False","False","0","False","0","392"
"392","False","0","0","none","0","False","False","False","False","False","0","False","0","393"
"393","False","0","0","7bit","0","False","False","False","False","False","0","False","0","394"
"394","False","0","0","7bit","0","False","False","False","False","False","0","False","0","395"
"395","False","0","0","7bit","0","False","False","False","False","False","0","False","0","396"
"396","False","0","0","7bit","0","False","False","False","False","False","0","False","0","397"
"397","False","0","0","none","0","False","True","False","False","False","0","False","0","398"
"398","False","0","0","7bit","0","False","False","False","False","False","0","False","0","399"
"399","False","0","0","7bit","0","False","False","False","False","False","0","False","1","400"
"400","False","0","0","none","0","False","False","False","False","False","0","False","0","401"
"401","False","0","0","7bit","0","False","False","False","False","False","0","False","0","402"
"402","False","0","0","7bit","0","False","False","False","False","False","0","False","1","403"
"403","False","0","0","7bit","0","False","False","False","False","False","0","False","0","404"
"404","False","0","0","7bit","0","False","False","False","False","False","0","False","0","405"
"405","False","0","0","7bit","0","False","False","False","False","False","0","False","0","406"
"406","False","0","0","7bit","0","False","False","False","False","False","0","False","1","407"
"407","False","0","0","7bit","0","False","False","False","False","False","0","False","1","408"
"408","False","0","0","none","0","False","False","False","False","False","0","False","0","409"
"409","False","0","0","7bit","0","False","False","False","False","False","0","False","0","410"
"410","False","0","0","7bit","0","False","False","False","False","False","0","False","0","411"
"411","False","0","0","7bit","0","False","False","False","False","False","0","False","0","412"
"412","False","0","0","none","0","False","False","False","False","False","0","False","0","413"
"413","False","0","0","7bit","0","False","False","False","False","False","0","False","0","414"
"414","False","0","0","none","0","False","False","False","False","False","0","False","0","415"
