"","@ in URLs","Attachments","Css","Encoding","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs","id"
"184","False","0","0","8bit","0","False","True","False","False","False","0","True","12","186"
"185","False","0","0","none","0","False","True","False","False","False","0","True","6","187"
"186","False","0","0","8bit","0","False","True","False","False","False","0","True","8","188"
"187","False","0","0","none","0","False","True","False","False","False","0","True","4","189"
"188","False","0","0","none","0","False","True","False","False","False","0","True","3","190"
"189","False","0","0","8bit","0","False","True","False","False","False","0","True","12","191"
"190","False","0","0","none","0","False","True","False","False","False","0","True","3","192"
"191","False","0","0","none","0","False","True","False","False","True","0","True","4","193"
"192","False","0","0","none","0","False","True","False","False","True","0","True","24","194"
"193","False","0","0","8bit","0","False","True","False","False","True","0","True","19","195"
"194","False","0","0","none","0","False","True","False","False","True","0","True","16","196"
"195","False","0","0","8bit","0","False","True","False","False","False","0","True","4","197"
"196","False","0","0","none","0","False","True","False","False","False","0","True","3","198"
"197","False","0","0","none","0","False","True","False","False","False","0","True","4","199"
"198","False","0","0","none","0","False","True","False","False","True","0","True","2","200"
"199","False","0","0","none","0","False","True","False","False","False","0","True","3","201"
"200","False","0","0","8bit","0","False","True","False","False","False","0","True","4","202"
"201","False","0","2","8bit","0","False","True","False","False","True","0","True","4","203"
"202","False","0","0","none","0","False","True","False","False","True","0","True","3","204"
"203","False","0","0","8bit","0","False","True","False","False","False","0","True","7","205"
"204","False","0","0","none","0","False","True","True","False","True","0","True","24","206"
"205","False","0","0","none","0","False","True","True","False","True","0","True","24","207"
"206","False","0","0","8bit","0","False","True","False","False","False","0","True","6","208"
"207","False","0","0","8bit","0","False","True","False","False","False","0","True","18","209"
"208","False","0","0","none","0","False","True","False","False","True","0","True","13","210"
"209","False","0","0","none","0","False","True","False","False","True","0","True","11","211"
"210","False","0","0","none","0","False","True","False","False","True","0","True","4","212"
"211","False","0","0","8bit","0","False","True","False","False","False","0","True","12","213"
"212","False","0","0","none","0","False","True","False","False","True","0","True","2","214"
"213","False","0","0","7bit","0","False","True","False","False","True","0","True","13","215"
"214","False","0","0","7bit","0","False","True","False","False","False","0","True","45","216"
"215","False","0","0","8bit","0","False","True","False","False","False","0","True","12","217"
"216","False","0","0","none","0","False","True","False","False","True","0","True","2","218"
"217","False","0","0","none","0","False","True","False","False","True","0","True","39","219"
"218","False","0","0","none","0","False","True","False","False","True","0","True","39","220"
"219","False","0","0","8bit","0","False","True","False","False","False","0","True","8","221"
"220","False","0","0","none","0","False","True","False","False","True","0","True","2","222"
"221","False","0","0","none","0","False","True","False","False","False","0","True","5","223"
"222","False","0","0","none","0","False","True","False","False","True","0","True","14","224"
"223","False","0","0","8bit","0","False","True","False","False","False","0","True","33","225"
"224","False","0","0","none","0","False","True","False","False","True","0","True","3","226"
"225","False","0","0","none","0","False","True","False","False","False","0","True","2","227"
"226","False","0","3","none","2","False","True","False","False","False","2","True","19","228"
"227","False","0","0","7bit ","0","False","True","False","False","True","0","True","3","229"
"228","False","0","0","7bit","0","False","True","False","False","False","0","True","2","230"
"229","False","0","0","none","0","False","True","True","False","True","0","True","4","231"
"230","False","0","0","none","0","False","True","False","False","True","0","True","59","232"
"231","False","0","3","none","2","False","True","False","False","True","2","True","19","233"
"232","False","0","0","none","0","False","True","False","False","True","0","True","4","234"
"233","False","0","0","none","0","False","True","False","False","True","0","True","2","235"
"234","False","0","0","none","0","False","True","False","False","True","0","True","5","236"
"235","False","0","0","none","0","False","True","False","False","False","0","True","5","237"
"236","False","0","0","none","0","False","True","False","False","True","0","True","14","238"
"237","False","0","0","8bit","0","False","True","False","False","False","0","True","12","239"
"238","False","0","0","7bit","0","False","True","False","False","True","0","True","2","240"
"239","False","0","0","none","0","False","True","False","False","False","0","True","7","241"
"240","False","0","0","none","0","False","True","False","False","False","0","True","7","242"
"241","False","0","0","none","0","False","True","False","False","False","0","True","2","243"
"242","False","0","0","8bit","0","False","True","False","False","False","0","True","6","244"
"243","False","0","0","8bit","0","False","True","False","False","False","0","True","6","245"
"244","False","0","0","none","0","False","True","False","False","False","0","True","7","246"
"245","False","0","0","8bit","0","False","True","False","False","False","0","True","7","247"
"246","False","0","0","8bit","0","False","True","False","False","False","0","True","4","248"
"247","False","0","0","none","0","False","True","True","False","True","0","True","6","249"
"248","False","0","0","8bit","0","False","True","False","False","False","0","True","3","250"
"249","False","0","0","7bit","0","False","True","False","False","False","0","True","11","251"
"250","False","0","0","7bit","0","False","True","True","False","True","0","True","6","252"
"251","False","0","0","7bit","0","False","True","False","False","False","0","True","34","253"
"252","False","0","0","7bit","0","False","True","False","False","True","0","True","7","254"
"253","False","0","0","7bit","0","False","True","False","False","True","0","True","6","255"
"254","False","0","0","none","0","False","True","False","False","False","0","True","2","256"
"255","False","0","0","none","0","False","True","False","False","True","0","True","2","257"
"256","True","0","0","7bit","0","False","True","False","False","False","2","True","24","258"
"257","False","0","0","none","0","False","True","False","False","True","0","True","2","259"
"258","False","0","0","none","0","False","True","False","False","True","0","True","2","260"
"259","False","0","0","7bit","0","False","True","False","False","True","0","True","2","261"
"260","False","0","0","7bit","0","False","True","False","False","False","0","True","2","262"
"261","False","0","0","none","0","False","True","False","False","True","0","True","2","263"
"262","False","0","0","7bit","0","False","True","False","False","True","0","True","12","264"
"263","False","0","0","7bit","0","False","True","False","False","False","0","True","5","265"
"264","False","0","0","7bit","0","False","True","False","False","False","0","True","5","266"
"265","False","0","0","none","0","False","True","False","False","True","0","True","3","267"
"266","False","0","0","none","0","False","True","False","False","True","0","True","16","268"
"267","False","0","0","7bit","0","False","True","False","False","False","0","True","45","269"
"268","False","0","0","7bit","0","False","True","False","False","False","0","True","45","270"
"269","False","0","0","7bit","0","False","True","False","False","False","0","True","45","271"
"270","False","0","0","none","0","False","True","False","False","True","0","True","2","272"
"271","False","0","0","7bit","0","False","True","False","False","False","0","True","45","273"
"272","False","0","0","7bit","0","False","True","False","False","False","0","True","4","274"
"273","False","0","0","7bit","0","False","True","False","False","False","0","True","4","275"
"274","False","0","0","7bit","0","False","True","False","False","False","0","True","2","276"
"275","False","0","0","7bit","0","False","True","False","False","True","0","True","6","277"
"276","False","0","0","7bit","0","False","True","False","False","True","0","True","6","278"
"277","False","0","0","7bit","0","False","True","False","False","True","0","True","1","279"
"278","False","0","0","7bit","0","False","True","False","False","True","0","True","45","280"
"279","False","0","0","none","0","False","True","False","False","True","0","True","2","281"
"280","True","0","0","7bit","0","False","True","False","False","False","0","True","14","282"
"281","False","0","0","7bit","0","False","True","False","False","False","0","True","3","283"
"282","False","0","0","none","0","False","True","False","False","False","1","True","15","284"
"283","False","0","0","7bit","0","False","True","False","False","True","0","True","5","285"
"284","False","0","0","none","0","False","True","False","False","True","0","True","2","286"
"285","False","0","0","7bit","0","False","True","False","False","True","0","True","34","287"
"286","False","1","0","none","0","False","True","False","False","False","0","True","3","288"
"287","False","0","0","7bit","0","False","True","False","False","False","0","True","44","289"
"288","False","0","0","7bit","0","False","True","False","False","False","0","True","2","290"
"289","False","0","0","7bit","0","False","True","False","False","True","0","True","1","291"
"290","False","0","0","7bit","0","False","True","False","False","False","0","True","45","292"
"291","False","0","0","7bit","0","False","True","False","False","False","0","True","3","293"
"292","False","0","0","7bit","0","False","False","False","False","False","0","True","0","294"
"293","False","0","0","none","0","False","True","False","False","True","0","True","2","295"
"294","False","0","0","7bit","0","False","True","False","False","True","0","True","34","296"
"295","False","0","0","7bit","0","False","True","False","False","True","0","True","45","297"
"296","False","0","0","7bit","0","False","True","False","False","True","0","True","2","298"
"297","False","0","5","7bit","1","False","True","False","False","False","1","True","5","299"
"298","False","0","0","none","0","False","True","False","False","True","0","True","6","300"
"299","False","0","0","7bit","0","False","True","False","False","True","1","True","14","301"
"300","False","0","0","7bit","0","False","True","False","False","True","1","True","14","302"
"301","False","0","0","7bit","0","False","True","False","False","True","0","True","44","303"
"302","False","0","0","7bit","0","False","True","False","False","True","0","True","6","304"
"303","False","0","0","7bit","0","False","False","False","False","False","0","True","0","305"
"304","False","0","0","7bit","0","False","False","False","False","False","0","True","0","306"
"305","False","0","0","7bit","0","False","True","False","False","False","0","True","3","307"
"306","False","0","0","7bit","0","False","True","False","False","True","0","True","14","308"
"307","False","0","0","7bit","0","False","True","False","False","False","0","True","3","309"
"308","False","0","5","7bit","1","False","True","False","False","False","1","True","5","310"
"309","False","0","0","7bit","0","False","True","False","False","True","0","True","2","311"
"310","False","0","0","none","0","False","False","False","False","False","0","True","1","312"
"311","False","0","0","7bit","0","False","True","False","False","False","0","True","3","313"
"312","False","0","0","7bit","0","False","True","False","False","False","0","True","10","314"
"313","False","0","0","7bit","0","False","True","False","False","True","0","True","5","315"
"314","False","0","0","7bit","0","False","True","False","False","False","0","True","7","317"
"315","False","0","0","7bit","0","False","True","False","False","True","0","True","5","318"
"316","False","0","1","7bit","0","False","True","False","False","False","0","True","3","319"
"317","False","0","0","7bit","0","False","True","False","False","False","0","True","3","320"
"318","False","0","0","7bit","0","False","True","False","False","True","0","True","60","321"
"319","False","0","0","7bit","0","False","True","False","False","False","0","True","6","322"
"320","False","2","0","none","0","False","True","False","False","False","0","True","2","323"
"321","False","1","0","none","0","False","True","False","False","False","0","True","2","324"
"322","False","1","0","none","0","False","True","False","False","False","0","True","2","325"
"323","False","0","0","none","0","False","True","False","False","False","3","True","9","326"
"324","False","0","0","none","0","False","True","False","False","False","3","True","7","327"
"325","False","0","0","none","0","False","True","False","False","False","3","True","7","328"
"326","False","0","0","none","0","False","True","False","False","False","0","True","1","329"
"327","False","0","0","none","0","False","True","False","False","False","0","True","1","330"
"328","False","0","0","none","0","False","True","False","False","False","0","True","1","331"
"329","False","0","0","none","0","False","True","False","False","False","0","True","1","332"
"330","False","0","0","none","0","False","True","False","False","False","0","True","1","333"
"331","False","0","0","none","0","False","True","False","False","False","0","True","1","334"
"332","False","0","0","none","0","False","True","False","False","False","0","True","1","335"
"333","False","0","0","none","0","False","True","False","False","False","0","True","1","336"
"334","False","0","0","none","0","False","True","False","False","False","0","True","1","337"
"335","False","0","0","none","0","False","True","False","False","False","0","True","1","338"
"336","False","0","0","none","0","False","True","False","False","False","0","True","1","339"
"337","False","0","0","none","0","False","True","False","False","False","0","True","1","340"
"338","False","0","0","none","0","False","True","False","False","False","0","True","1","341"
"339","False","0","0","none","0","False","True","False","False","False","0","True","1","342"
"340","False","0","0","none","0","False","True","False","False","False","0","True","1","343"
"341","False","0","0","none","0","False","True","False","False","False","0","True","1","344"
"342","False","0","0","none","0","False","True","False","False","False","0","True","1","345"
"343","False","0","0","none","0","False","True","False","False","False","0","True","1","346"
"344","False","0","0","none","0","False","True","False","False","False","0","True","1","347"
"345","False","0","0","none","0","False","True","False","False","False","0","True","1","348"
"346","False","0","0","none","0","False","True","False","False","False","0","True","1","349"
"347","False","0","0","none","0","False","True","False","False","False","0","True","1","350"
"348","False","0","0","none","0","False","True","False","False","False","0","True","1","351"
"349","False","0","0","none","0","False","True","False","False","False","0","True","1","352"
"350","False","0","0","none","0","False","True","False","False","False","0","True","1","353"
"351","False","0","0","none","0","False","True","False","False","False","0","True","1","354"
"352","False","0","0","none","0","False","True","False","False","False","0","True","1","355"
"353","False","0","0","8bit","0","False","True","False","False","False","0","True","4","356"
"354","False","0","0","none","0","False","True","False","False","False","0","True","1","357"
"355","False","0","0","none","0","False","True","False","False","False","0","True","1","358"
"356","False","0","0","none","0","False","True","False","False","False","0","True","1","359"
"357","False","0","0","none","0","False","True","False","False","False","0","True","1","360"
"358","False","0","0","none","0","False","True","False","False","False","0","True","1","361"
"359","False","0","0","none","0","False","True","False","False","False","0","True","1","362"
"360","False","0","0","none","0","False","True","False","False","False","0","True","1","363"
"361","False","0","0","none","0","False","True","False","False","False","0","True","1","364"
"362","False","0","0","none","0","False","True","False","False","False","0","True","1","365"
"363","False","0","0","none","0","False","True","False","False","False","0","True","1","366"
"364","False","0","0","none","0","False","True","False","False","False","0","True","1","367"
"365","False","0","0","7bit","0","False","True","False","False","True","0","True","45","368"
"366","False","0","0","none","0","False","True","False","False","False","0","True","1","369"
"367","False","0","0","none","0","False","True","False","False","False","0","True","1","370"
"368","False","0","0","none","0","False","True","False","False","False","0","True","1","371"
"369","False","0","0","none","0","False","True","False","False","False","0","True","1","372"
"370","False","0","0","none","0","False","True","False","False","False","0","True","1","373"
"371","False","0","0","none","0","False","True","False","False","False","0","True","1","374"
"372","False","0","0","none","0","False","True","False","False","False","0","True","1","375"
"373","False","0","0","none","0","False","True","False","False","False","0","True","1","376"
"374","False","0","0","none","0","False","True","False","False","False","0","True","1","377"
"375","False","0","0","none","0","False","True","False","False","False","0","True","1","378"
"376","False","0","0","none","0","False","True","False","False","False","0","True","1","379"
"377","False","0","0","none","0","False","True","False","False","False","0","True","1","380"
"378","False","0","0","none","0","False","True","False","False","False","0","True","1","381"
"379","False","0","0","7bit","0","False","True","False","False","True","0","True","2","382"
"380","False","0","0","none","0","False","True","False","False","False","0","True","1","383"
"381","False","0","0","7bit","0","False","True","False","False","True","0","True","44","384"
"382","False","0","0","none","0","False","True","False","False","False","0","True","1","385"
"383","False","0","0","none","0","False","True","False","False","False","0","True","1","386"
"384","False","0","0","none","0","False","True","False","False","False","0","True","1","387"
"385","False","0","0","none","0","False","True","False","False","False","0","True","1","388"
"386","False","0","0","none","0","False","True","False","False","False","0","True","1","389"
"387","False","0","0","none","0","False","True","False","False","False","0","True","1","390"
"388","False","0","0","none","0","False","True","False","False","False","0","True","1","391"
"389","False","0","0","none","0","False","True","False","False","False","0","True","1","392"
"390","False","0","0","none","0","False","True","False","False","False","0","True","1","393"
"391","False","0","0","none","0","False","True","False","False","False","0","True","1","394"
"392","False","0","0","none","0","False","True","False","False","False","0","True","1","395"
"393","False","0","0","none","0","False","True","False","False","False","0","True","1","396"
"394","False","0","0","none","0","False","True","False","False","False","0","True","1","397"
"395","False","0","0","none","0","False","True","False","False","False","0","True","1","398"
"396","False","0","0","none","0","False","True","False","False","False","0","True","1","399"
"397","False","0","0","none","0","False","True","False","False","False","0","True","1","400"
"398","False","0","0","none","0","False","True","False","False","False","0","True","1","401"
"399","False","0","0","none","0","False","True","False","False","False","0","True","1","402"
"400","False","0","0","none","0","False","True","False","False","False","0","True","1","403"
"401","False","0","0","none","0","False","True","False","False","False","0","True","1","404"
"402","False","0","0","none","0","False","True","False","False","False","0","True","1","405"
"403","False","0","0","none","0","False","True","False","False","False","0","True","1","406"
"404","False","0","0","none","0","False","True","False","False","False","0","True","1","407"
"405","False","0","0","none","0","False","True","False","False","False","0","True","1","408"
"406","False","0","0","none","0","False","True","False","False","False","0","True","1","409"
"407","False","0","0","none","0","False","True","False","False","False","0","True","1","410"
"408","False","0","0","none","0","False","True","False","False","False","0","True","1","411"
"409","False","0","0","none","0","False","True","False","False","False","0","True","1","412"
"410","False","0","0","none","0","False","True","False","False","False","0","True","1","413"
"411","False","0","0","none","0","False","True","False","False","False","0","True","1","414"
"412","False","0","0","none","0","False","True","False","False","False","0","True","1","415"
"413","False","0","0","none","0","False","True","False","False","False","0","True","1","416"
"414","False","0","0","none","0","False","True","False","False","False","0","True","1","417"
"415","False","0","0","none","0","False","True","False","False","False","0","True","1","418"
"416","False","0","0","none","0","False","True","False","False","False","0","True","1","419"
"417","False","0","0","none","0","False","True","False","False","False","0","True","1","420"
"418","False","0","0","none","0","False","True","False","False","False","0","True","1","421"
"419","False","0","0","none","0","False","True","False","False","False","0","True","1","422"
"420","False","0","0","none","0","False","True","False","False","False","0","True","1","423"
"421","False","0","0","none","0","False","True","False","False","False","0","True","1","424"
